index,observed,location_details,county,state,title,latitude,longitude,date,number,classification,geohash
1044,40,Parker Meadow in the Sequoia National Monument. I was located approx 3/4 of the way up the western most fire road,Tulare County,California,Report 24795: Campers hear lengthy call and response sequence between creatures in the Giant Sequoia National Monument,35.5803,-118.3804,2008-08-11,24795.0,Class B,9q7f6jnn28
1045,41,The area is located south of the Sherman Pass Road about a one hour drive out of Kernville. The track area is located approximately 6 miles south of Sherman Peak.,Tulare County,California,Report 24877: Deer hunter comes across possible sasquatch tracks (w/ cell phone photo of one track),35.95835,-118.375,2008-10-17,24877.0,Class B,9q7ud61bwd
1046,42,[Location details removed.  Location is in the general vicinity of Forester Pass in the Sierra Nevada Mountains],Tulare County,California,Report 24938: Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT,36.70835,-118.375,2008-10-27,24938.0,Class A,9qebf69cws
1047,43,White River campground 4.9 miles above Pine Flat resort,Tulare County,California,Report 42148: Possible nighttime encounters at a campground near Pine Flat Resort,35.84503,-118.6331,2013-09-13,42148.0,Class B,9q7eumqh2m
1048,44,Take Highway 108 to Cold Springs.,Tuolumne County,California,Report 2309: 10-Ft. Shrieking Monster reported near Cold Springs,38.1625,-120.0522,1963-01-27,2309.0,Class B,9qf9h5k8sv
1049,45,Take Highway 108 to Cold Springs.,Tuolumne County,California,Report 2310: Large prints found below Cold Springs,38.1625,-120.0522,1963-01-28,2310.0,Class B,9qf9h5k8sv
1050,46,"Take Highway 108 to Strawberry, California. The location is about 2 miles northwest of Strawberry in Leland Meadow.",Tuolumne County,California,Report 1953: Deputy Sheriff sees strange footprints above Strawberry,38.23243,-119.984,1963-12-01,1953.0,Class B,9qf9t8n241
1051,47,"Located above Strawberry, in Tuolumne County.",Tuolumne County,California,Report 1954: Brothers have strange experience above Strawberry,38.29116,-119.7275,1971-08-06,1954.0,Class B,9qfcgd9n5j
1052,48,"Take Highway 120 to Evergreen Road to Carlon Station, now a day-use area.",Tuolumne County,California,Report 7097: Campers hear late night vocalizations at Carlon Station,37.81269,-119.8609,1977-01-10,7097.0,Class B,9qdz07xfys
1053,49,"Take Highway 108 to Strawberry, California.  The recreational residences are located around Pinecrest Lake.",Tuolumne County,California,Report 1955: Witness reports loud screaming near Strawberry,38.19753,-119.9811,1977-10-01,1955.0,Class B,9qf9mc8ktx
1054,50,"Pinecrest, Sonora Pass, Tuolumne County, California.",Tuolumne County,California,"Report 2887: Loud, High-pitched Animal Screams Heard Outside a Cabin Late at Night",38.19753,-119.9811,1977-12-30,2887.0,Class B,9qf9mc8ktx
1055,51,See above. Area is south side of  highway. Middle fork of Stanislaus river is to the north of the highway.,Tuolumne County,California,Report 1301: Three witnesses have daytime sighting near Strawberry,38.19753,-119.9811,1978-07-30,1301.0,Class A,9qf9mc8ktx
1056,52,The campground has grown quite a bit since 1978-79.  I went back to check out the area a few months ago and was surprised to see how much it had changed.  It is now more like a mobile home park towards the back where we had camped.  The homes are very close together and I could not see a way without trespassing to get back to the area where I had entered the forest.,Tuolumne County,California,Report 1090: Girl has daytime sighting near Twain Harte,38.06615,-120.1877,1978-08-01,1090.0,Class A,9qf8919zrs
1057,53,We were camped at the horse corral near Groundhog Meadow near Herring Creek Reservoir.,Tuolumne County,California,Report 7676: Hunters have strange night experiences near Groundhog Meadow,38.2395,-119.8792,1978-09-15,7676.0,Class B,9qfc8169hp
1058,54,Specific location available to BFRO researchers.,Tuolumne County,California,Report 1919: Friends have night sighting above Sonora,38.03898,-120.2339,1983-10-25,1919.0,Class A,9qf82hb355
1059,55,"Just somewhere northwest of Groveland, California",Tuolumne County,California,Report 816: Camper experiences strange night time visitor near Groveland,37.89917,-119.9997,1985-06-01,816.0,Class B,9qdxt76fsm
1060,56,"Take Forest Road 3N01 out of Long Barn, past Fahey Cabin, to Hull Creek Campground.  Past Hull Creek Campground is Two Mile Road (2N32).  Follow south to a fork and go south-east, to next fork go north, near roads 3N83 and 3N86C.",Tuolumne County,California,Report 2333: Family hears late night screams near Long Barn,38.05141,-120.0508,1988-09-27,2333.0,Class B,9qf8kpj9t8
1061,57,Upstream from Bloomer Lake.,Tuolumne County,California,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest,38.26661,-119.8633,1993-06-15,2886.0,Class A,9qfc8qnpnt
1062,58,,Tuolumne County,California,Report 24574: Man remembers seeing an animal move through a ravine near Yosemite,38.33115,-119.7853,1993-08-13,24574.0,Class A,9qff41zp0h
1063,59,,Tuolumne County,California,Report 2311: Two hikers have interesting experience near Strawberry,38.19833,-120.0083,1993-11-01,2311.0,Class B,9qf9m1u97u
1064,60,In the area north of Crabtree trailhead above bell meadow. Outside of Sonora Ca. about 30 minute drive.,Tuolumne County,California,Report 868: Campers have sighting above Pinecrest,38.17677,-119.9065,1994-06-01,868.0,Class A,9qf9pmygb1
1065,61,"lat. 38 14' 34"" long. 119 36' 49"" intersection of Kennedy canyon trail and what I call ""Leavitt lake trail"".  Elev. approx. 3000 mtrs.  This trail intersection is several uphill miles above Leavitt lake, which is not really a trailhead but rather the furthest point you can drive south of hwy 108.  The location is easily found using the MAPTECH website.",Tuolumne County,California,Report 5509: Man hears late night howl in the Emigrant Wilderness,38.32417,-119.7519,1994-08-01,5509.0,Class B,9qff4bxq6r
1066,62,We were located in Eagle Meadows.  Do not recall the specific directions to this particular site.,Tuolumne County,California,"Report 615: Sighting by woman in Eagle Meadow, above Strawberry",38.28085,-119.836,1997-11-15,615.0,Class A,9qfcc0f44g
1067,63,Approx. 2-5 miles after the upper river campsite at the first sharp 90 degree turn.,Tuolumne County,California,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground",37.91111,-119.2569,1998-08-01,3672.0,Class A,9qepwjxb0z
1068,64,"This occurred in the Emigrant Wilderness, just outside of Kennedy Meadow.  Take the trail to Relief Reservoir.  This happened near the first major bridge that crosses the Kennedy Soda Can Creek, at a flat that is good for camping.",Tuolumne County,California,Report 1963: Hiker has strange late night experience in Emigrant Wilderness,38.31722,-119.7489,1999-08-27,1963.0,Class B,9qfcgp3tbr
1069,65,Location:  a two mile radius around the Regional Learning Center on Big Hill Road and 2N01.,Tuolumne County,California,Report 3072: BFRO Investigators detail activity around Twain Harte,38.05,-120.2667,2001-03-01,3072.0,Class B,9qf2rqb3qf
1070,66,"Take Highway 108 to Long Barn, and take the Long Barn road toward Fahey Cabin.",Tuolumne County,California,Report 3071: Man see large prints outside of Long Barn,38.07584,-120.1039,2001-04-22,3071.0,Class B,9qf8dgrpb7
1071,67,"My home is located on Nile River Drive, Upper Crystal Falls. Major cross street, Longeway, Middlecamp road.",Tuolumne County,California,Report 7299: Couple hear strange nighttime screams near Twain Harte,38.03305,-120.2636,2001-05-18,7299.0,Class B,9qf2r7dwx4
1072,68,Sand Bar Flat campground is a well-known area.  Take Highway 108 to the turn off.  It is right on the Stanislaus River.,Tuolumne County,California,Report 4649: Women hear late night vocalizations at Sand Bar Flat Campground,38.18389000000001,-120.1547,2001-09-01,4649.0,Class B,9qf91z4j29
1073,69,Popular area off Highway 108 corridor. Clark Fork campground is located next to the Clark Fork (river) near the Carson-Iceberg Wilderness in the Stanislaus National Forest.,Tuolumne County,California,Report 16448: Possible vocalizations awaken campers in Clark Fork Campground,38.3958,-119.801,2001-09-25,16448.0,Class B,9qff3vexdr
1074,70,"Take Highway 108, past Strawberry to the Trail of the Gargoyles.",Tuolumne County,California,Report 4650: Campers find stacked rocks and hear unusual rock banging near Strawberry,38.24805,-119.9924,2002-07-04,4650.0,Class B,9qf9tdb5n3
1075,71,,Tuolumne County,California,"Report 25648: Possible nighttime encounter, food taken from hunters camping near Tuolumne",38.03917,-120.0459,2003-09-15,25648.0,Class B,9qf8kkc4pz
1076,72,I've only been there twice and there are so many streets to turn too that I still have no idea how to get to the cabin.  All I know is how to get to Twain Hearts.,Tuolumne County,California,Report 10980: Man has late night sighting near Twain Harte,38.0312,-120.2434,2003-12-24,10980.0,Class A,9qf2rg37v9
1077,73,THE SOUNDS WERE HEARD AT LAKE MORAN. [Specifics and coordinates removed from submission at the request of the witnesses],Tuolumne County,California,Report 15197: Possible vocalizations heard by mother and children at Lake Moran near Dorrington,38.23475,-120.1862,2006-07-03,15197.0,Class B,9qf9907jd9
1078,74,"In the Stanislaus National Forest. From Long Barn, Take North Fork rd. east, it will turn in to Forest road 3N01. Follow 3N01 for 20-30 minutes then make a left just past Hull Creek campground on 4N09. At the top of the hill take the right fork which is 3N11Y. At the bottom of the hill, go right which is still 3N11Y. A little bit further up that road it will fork again at 3N26Y. Continue until you see Trout Creek.",Tuolumne County,California,Report 23974: Camping couple report possible vocalizations outside Long Barn around 6:30 AM,38.09832,-120.0397,2006-10-21,23974.0,Class B,9qf8srtfb3
1079,75,"Near the intersection of Ponderosa Drive and the main road, Twain Harte Drive.",Tuolumne County,California,Report 16722: Possible vocalizations heard by resident near Twain Harte,38.015,-120.245,2006-11-19,16722.0,Class B,9qf2rb2m2m
1080,76,Already posted....left turn on old strawberry road. Pass a water tower on the left a turn or two more down the road. There are some walking sticks (I figure) leaning against a large tree right where I parked (left side of the road)...they were there last week when I was by the area as well so they are probably still there.,Tuolumne County,California,Report 18403: Possible road-crossing sighting in daylight near Strawberry,38.20835,-120.0416,2007-03-25,18403.0,Class B,9qf9k7s7gb
1081,77,"Going to Pinecrest or Strawberry, then go towards the dodge ski lodge, and take the road that leads you to crab tree trail head and then Bear Lake is the first or second lake in Emigrant National Wilderness(after the sign).",Tuolumne County,California,Report 23424: Son and father hear possible sasquatch vocalizations in the Emigrant Wilderness,38.17625,-119.864,2007-08-23,23424.0,Class B,9qfc0mv8y2
1082,78,"Big Preather Meadows, a private preserve and association.  At grandpa's request, we wish to keep the actual number to ourselves, however, I am happy to take you there if you want.  Scratch that.  My braver husband can take you there.",Tuolumne County,California,Report 24277: Campers hear strange vocalizations for over an hour while camping outside Dorrington,38.375,-120.125,2008-08-05,24277.0,Class B,9qfd63zwsd
1083,79,,Ventura County,California,,,,,2888.0,Class C,
1084,80,Pine Mountain campground.,Ventura County,California,"Report 24648: Man retells his close, visual encounter at dawn on Pine Mountain as a young deer hunter",34.625,-119.2916,2008-09-14,24648.0,Class A,9q5hvrq90p
1158,81,"if you are coming from Yuba City go to Live Oak Hwy and as you get to the famous Pasquines restaurant turn off that back road , the first road to the right is it! I dont know the name of it but its very simple. Go all the way to the back up the road ramp on the levee. When you stand on top of the levee look to the left and about 50 yards there used to be cottonwood trees higher than the levee. They may still be there.",Sutter County,California,Report 9202: Man remembers childhood daytime sighting along the Feather River,39.205,-121.58,1965-07-01,9202.0,Class A,9qcx13h1st
1159,82,,Stanislaus County,California,Report 14338: Old newspaper article (Titusville Morning Herald - Pennsylvania) about sightings near Orestimba Creek in the Diablo (Devil) Mountains,37.39555,-121.4871,1869-11-10,14338.0,Class A,9q9serxuc7
1160,83,"Sonoma County, California. The nearest road was River Road and Guernville.",Sonoma County,California,,,,,2864.0,Class A,
1161,84,Leave North from Yreka to the Klamath River. Follow the river  East... to Horse Creek.  The first road should be Mckinny Creek (Mackenney). Go South  about 7 miles.  It was called  the willows... It could have changed alot in 57 yrs.  I'll bet that family is still around.,Siskiyou County,California,Report 2896: Sister and brother see 3 creatures near Yreka,41.82417,-122.9958,1944-08-01,2896.0,Class A,9r2tcjv5qn
1162,85,we were near the confluence of the sisquac and manzanita rivers in the wilderness area where access is only made by horseback or on foot; we were on foot.,Santa Barbara County,California,Report 25444: High school teacher recalls a nighttime sighting while camping in the Los Padres National Forest,34.73389,-119.9254,1982-04-15,25444.0,Class A,9q4tx50gxd
1163,86,This area has since been built up and is now part of the City of Paso Robles. I believe vineyards are now about where the farm house was.,San Luis Obispo County,California,"Report 27983: Motorists encounter unusual creature on Highway 46 near Paso Robles, CA",35.665,-120.55,1974-08-01,27983.0,Class A,9q66bud5tm
1164,87,Mt. Vernon and Realto Streets off State Highway 10.,San Bernardino County,California,,,,,2248.0,Class A,
1165,88,"Take HWY 49 out of Auburn, CA, towards Grass Valley. Turn right at Alta Sierra. (I wish I could give specific directions from here, but it was a long time ago, and I wasn't driving. I remember we made our way to a small beaver pond. There was just beginning to be houses built around here, and I think the area is probably much more developed now than it was 20+ years ago...)",Placer County,California,"Report 3612: Two fishermen have truck shaken early one morning, outside of Auburn",38.90222,-121.0803,1978-04-01,3612.0,Class B,9qcvkcbjbe
1166,89,"The location was along a powerline dirt road that runs parallel to US80, but is about 1/2 mile to the north of Donner Lake, one ridge over from the lake.",Nevada County,California,Report 4946: Teenager has daytime sighting near Truckee,39.3225,-120.2653,1956-10-01,4946.0,Class A,9qfrxq3qpm
1167,90,A very rural area between a national forest and a game preserve. Pope Valley is located in the hills above Napa Valley headed toward Lake Berryessa. Silverado Trail to Hwy. 128 to Sage Cyn Rd. to Chiles Pope Valley Rd.,Napa County,California,,,,,2210.0,Class A,
1168,91,It was at a campground in Big Sur California.  I can't remember which one.,Monterey County,California,Report 12247: Two teenage girls have daytime encounter on Big Sur Coast,35.5565,-121.2919,1974-04-15,12247.0,Class A,9q3drbvgtu
1169,92,,Monterey County,California,Report 12292: Daylight sighting by hikers in Ventana Wilderness,36.3779,-121.7146,1986-06-15,12292.0,Class A,9q3qyq6hsk
1170,93,"THIS LOCATION IS HEAVELY USED BY THE PUBLIC DURING SUMMER MONTHS. IS JUST INSIDE THE LOS PADRES NATIONAL FOREST. A NATURAL RIVER RUNS THROUGH NARROW STEEP CANYONS. AREA IS COVERED WITH HEAVY OAK TREES, POISON OAK, BRUSH CHAPPAREL. AREA HAS MAN-MADE DAMN AND ONE NATURAL LAKE (ABBOTTE LAKES AREA) TWO LARGE CAMPGROUNDS THAT SIT NEXT TO THE LAKES AREA. A PICNIC AREA SITS .5 MILE DOWN THE ROAD FROM THE TWO CAMPGROUNDS.",Monterey County,California,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco,36.2485,-121.495,1993-04-01,7334.0,Class A,9q3w5qf4c6
1171,94,A short logging road that enters Training Area 10/13 about half way between the Hacienda and Jolon Rd on Sulphur Spring Rd.  Lyons Pond is directly across in Training Area 7.  A small creek crosses under Sulphur Spring Rd about 100 yards Northeast of the logging road.,Monterey County,California,,,,,5463.0,Class A,
1172,95,,Nevada County,California,Report 3421: Family has unusual experience outside Grass Valley,39.21278,-120.8908,1978-06-01,3421.0,Class A,9qfp146p00
1173,96,,Nevada County,California,Report 3424: Couple see large footprint near Emigrant Gap,39.30056,-120.6672,1984-08-01,3424.0,Class B,9qfpw4ky67
1174,97,"Here's the ""general"" area I remember it was one of the rough 4-wheel drive roads off the Meadow Lake Rd as I was trying to find White Rock Lake. From Truckee I went north on Hwy. 89 and turned east on Henness Pass Rd. then turned south on Meadow Lake Road at Webber Lake.",Nevada County,California,Report 16550: Solo camper's late night encounter outside Truckee,39.41546,-120.4187,1986-08-01,16550.0,Class B,9r425z3g8y
1175,98,its some thing id have to go back to find,Nevada County,California,Report 12649: Man recalls daytime sighting in a canyon outside Nevada City,39.25396,-121.0517,1987-09-15,12649.0,Class A,9qczm3uyfu
1176,99,"About half way between Truckee Ca. and Sierraville Ca., there's a lake called Lake of the Woods. It's about 7 or 8 miles Northwest of Independence Lake and about 15-20 miles Northwest of Truckee.  There was one road leading to this Lake in 1993 and it was dirt with rocks and pretty steep. Elevation was around 8000-9000 feet I believe.",Nevada County,California,Report 14407: Daylight sighting by camper 7-8 northwest of Independence Lake,39.50435,-120.3784,1993-09-05,14407.0,Class A,9r42sxx1eb
1177,100,along deer creek,Nevada County,California,Report 4885: Chicken pens being raided by unknown thief near Nevada City,39.26167,-121.015,2002-08-01,4885.0,Class B,9qczq5ref1
1178,101,The sighting was near Grass Valley.,Nevada County,California,Report 8026: Child has daytime sighting near Grass Valley,39.21667,-120.8983,2003-12-02,8026.0,Class B,9qfp0ght9m
1179,102,"Nevada County, near Nevada City, Californa.",Nevada County,California,Report 7804: Family has two late night sightings near Nevada City,39.26361,-121.0161,2004-01-04,7804.0,Class A,9qczq5wz07
1180,103,"As you pass through on the east bound side on Hwy 80, just before Donner Pass, there is a truck inspection station. Approx 1 to 2 miles east of that is the first bridge.  There is a large ravine with a river through it. This is the spot. They were 300 to 400 feet south of the bridge they crossed over west to east in a straight line. I could return and show you the exact location.",Nevada County,California,Report 9555: Retired Law Enforcement Officer Has Daytime Sighting,39.31917,-120.3275,2004-08-16,9555.0,Class A,9qfrtvu4y0
1181,104,Chute Hill campsite # 29... saw the creature to the west of the site,Nevada County,California,Report 15174: Campers report possible approach in Malakoff Historical State Park,39.374,-120.914,2006-07-08,15174.0,Class B,9qfpbxc45t
1182,105,"Finning Mill Road is starts about four miles out from Foresthill, the road gose far in. we were about ten miles in and it still kept going . the elevation was about 3500 to 4000 feet. Our site was on the top of the hill right next to the road if you go to the bridge you went to far. and there is an camp site there you cant miss it",Placer County,California,Report 2326: A camper hears strange late night howls near Foresthill,39.02028,-120.8169,1998-09-07,2326.0,Class B,9qfjfxrvd5
1183,106,"From Sacramento: take I-80 East towards Reno,take the Auburn Ravine Road exit and turn right, cross the intersection and this is Foresthill Road. Follow it for about 17 miles and you'll hit Foresthill, then go approximately 20 more miles to Historic Marker 8, which is Ford Point and look to your left, there will be a dirt road going up a hill. Follow that for 1/4-1/2 mile and look for a flat area with a rock ring off the right side of the road. The dirt road continues up the hill where it gets very rugged and you need Four wheel drive to continue much farther; it will then pop you up on another dirt road, which, if you go left, will dead end to another flat spot and another ""primitive""-type camp ground. During this camping trip we went to that higher campground and thought about camping, but changed our minds",Placer County,California,Report 502: Three people report screams near Foresthill,39.01917,-120.8275,2000-06-17,502.0,Class B,9qfjfx0p5h
1184,107,"From Auburn, Ca... South on 49. South on 193. Turn left onto Main st (in Georgetown, CA). This becomes Georgetown-Wentworth Springs Rd. This road passed Stumpy Meadows Lake (on the right).  About three to four miles, past it, turn left (first paved left possible).  I believe that it goes to Hell Hole Reservoir.  After dropping several hundred feet, the road crosses the Rubicon river.  The first trail on the right (immediately after crossing the bridge) leads down to the river (and our campsite).",Placer County,California,,,,,2919.0,Class A,
1185,108,"From Foresthill follow the signs to the lake, roughly 30 miles to the reservoir.",Placer County,California,Report 7331: Fisherman hears late night scream near French Meadows Reservoir,39.11167,-120.4683,2003-10-14,7331.0,Class B,9qfqd8j9vp
1186,109,"take I-80 east bound toward reno from auburn, take meadow vista exit, cross over overpass, take frontage road left which i believe is still drycreek, you will hit a lake on your left. lake arthur",Placer County,California,Report 21808: Possible sighting by family walking their dog near Auburn,38.95285,-121.0479,2007-09-30,21808.0,Class B,9qcvt7psg3
1187,110,,Plumas County,California,,,,,2226.0,Class A,
1188,111,"Plumas National Forest, California",Plumas County,California,,,,,2227.0,Class A,
1189,112,"The different locations were around Slate Creek, Plumas National Forest, Plumas Co, Ca., approximately 12 east of La Porte, Ca.",Plumas County,California,Report 2037: Man has interesting experiences outside of La Porte,39.94278,-121.0158,1997-07-01,2037.0,Class B,9r1gnpqgx3
1190,113,"Plumas County, California - Caribou Wilderness Area - T. 30 N. R. 7 E. Section 20, SE 1/4 - 9 miles north of Chester, CA, East of Lassen Volcanic National Park.",Plumas County,California,,,,,2211.0,Class B,
1191,114,"Plumas National Forest (Granite Basin), Near Bucks Lake. The nearest town is Quincy, California.",Plumas County,California,,,,,2212.0,Class B,
