index,observed,location_details,county,state,title,latitude,longitude,date,number,classification,geohash
3402,38,"You can get to the location by hiking to the Y on the mountain above Provo. Then hike up the ravine just to the South (the trail head is at the Y on the mountain. The way I went, was up Rock Canyon and then I turned South up the first ravine (3 miles up the canyon). Then hike up the ravine to the top and then turn East and hike about a half  mile and then you turn South and go up to the top of the mountain (you eventually are at the location where you look down into Rock Canyon from the top). It is very very remote and the most difficult access area. This is where I saw the signs and foot prints.",Utah County,Utah,Report 10024: Deer hunter finds a series of footprints on Y Mountain.,40.25622,-111.6068,1982-10-31,10024.0,Class B,9x0th26mmp
3403,39,"A mile up Grove Creek canyon, near Pleasent Grove City, Utah County, State of Utah",Utah County,Utah,Report 2352: Hiker has daylight sighting in Grove Creek Canyon,40.3857,-111.6992,1996-05-04,2352.0,Class A,9x0tdpzpgb
3404,40,in the observed part,Utah County,Utah,Report 23291: Possible sighting at the base of Mount Timpanogos (west side of the mountain),40.34937,-111.6956,1998-01-31,23291.0,Class B,9x0td33spg
3405,41,If you hike up the Rock Canyon trail.  It is about 1 1/2 hiking distance from the parking lot.  It is where the trail splits to go to the overlook trail and the campground trail.  This is where we heard the noise.,Utah County,Utah,"Report 17265: Possible bigfoot scream heard by hikers in Rock Canyon, in the Wasatch Mountains",40.26705,-111.5986,2003-03-15,17265.0,Class B,9x0thd2ks4
3406,42,North (I am bad at directions but I think it was north) of the trail to the falls.  Same direction would go from family camp to the state park.,Utah County,Utah,Report 11324: Family finds footprint while hiking near Aspen Grove.,40.42,-111.63,2004-07-05,11324.0,Class B,9x0tgy1x86
3407,43,"Sterling Hollow Trailhead, by Covered Bridge Canyon, southeast corner of Maple Mountain",Utah County,Utah,Report 23264: Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area,40.0445,-111.5447,2005-09-14,23264.0,Class A,9x0ev9zsh5
3408,44,"[GPS coordinates were provided, but edited out of public version]  The general zone: Spirit Lake.",Daggett County,Utah,Report 17195: Possible vocalizations heard by elk hunters in the Uintah Mountains (north slope),40.915,-109.725,1989-10-03,17195.0,Class B,9x3bz0kenh
3409,45,"I'm not sure exact location but all I know is that it's before the first gate up in Spring Canyon, just outside of the city of Helper.",Carbon County,Utah,,,,,18189.0,Class A,
3410,46,,Cache County,Utah,Report 16470: Husband and wife recall daylight sighting while scouting for deer near Cave Spring off of Monte Cristo,41.43135,-111.4988,1977-10-19,16470.0,Class A,9x2ewy351e
3411,47,,Box Elder County,Utah,,,,,1436.0,Class A,
3412,48,Approx. 2 miles North of Manderfield between the highway and I-15. At the top of the hill of Manderfield exit. Almost right across the hwy from Indian Creek.,Beaver County,Utah,,,,,1434.0,Class C,
3435,49,"remote,wooded area lots of wildlife,nice pleasant summers.winter, cold as hell.streams,ponds,lakes a nice place. Theres a road east out of beaver u travel on for about 12 miles in the forest.then u take a dirt road about 18 miles to lebaron res.",Beaver County,Utah,"Report 15336: Daytime sighting at Labaron Lake, Fishlake National Forest.",38.225,-112.35,2006-08-15,15336.0,Class A,9wb17qthz2
3436,50,Location is west of Hardware Ranch on the top of the mountain range west of the ranch.,Cache County,Utah,Report 20254: Possible interacting vocalizations heard by hunter near Hyrum,41.6359,-111.6149,1978-10-07,20254.0,Class B,9x2su5sd8q
3437,51,,Cache County,Utah,Report 23822: ATV riders descibe dusk encounter in the Monte Cristo Range,41.5343,-111.5281,1999-09-20,23822.0,Class A,9x2sq15dyf
3438,52,Going east out of Logan follow US 89 past Tony Grove turn off about 3 miles far east you'll see a sign for Franklin Basin. As you cross the bridge on 89 there is a turn off going north. It was in this area where the bigfoot crossed the road coming from the south . This is also the road that will take you to Cub river area in Idaho,Cache County,Utah,Report 29013: Driver sees a Bigfoot cross the road while snowplowing Logan Canyon,41.96181,-111.5333,2005-01-05,29013.0,Class A,9x2wtyzvm8
3439,53,,Cache County,Utah,Report 23908: Camper describes possible stalking at a camp near Scare Canyon,41.49955,-111.6348,2006-09-07,23908.0,Class B,9x2s5dy02s
3440,54,"Wellsville Mountains, west of Logan.",Cache County,Utah,Report 26948: Daylight sighting by hunter near rural homes in the Wellsville Mountains,41.7086,-112.0179,2006-10-21,26948.0,Class A,9x2m6bz41w
3441,55,"Drive south, out of Mountain View, Wyoming.  The highway turns east just on the outskirts of town.  Drive to a dirt, forest road that is marked ""Hoop Lake"".  The road goes south into the North Slope of the Uintah Mountains.",Daggett County,Utah,Report 12396: Possible vocalization heard near Hoop Lake.,40.9,-109.75,2004-08-10,12396.0,Class B,9x3bwtd7z8
3442,56,3 miles west of flaming gorge dam in utah,Daggett County,Utah,Report 25265: Man watches a bigfoot in his headlights near Flaming Gorge,40.86765,-109.5143,2008-12-07,25265.0,Class A,9x607zwp7f
