index,observed,location_details,county,state,title,latitude,longitude,date,number,classification,geohash
2043,34,"2 sightings at Idlewild Park in Floyd County is the first sighting, happened within 100 -200 yards from East Idlewild Park campgrounds. The thrid sighting was at West Idlewild Park which is about 2 miles upstream. The second sighting was in Clarksville IA in 77 of footprints.at the Knocksville Sand and Gravel Pits .These areas are well wooded and hard to get around in.  Very few, if any, other people go to any of these places",Floyd County,Iowa,Report 1630: Separate Iowa incidents over time in Floyd County area,43.17215,-92.76577,1977-08-01,1630.0,Class A,9zwj95600b
2044,35,1/2mi so. intersection W-33 &Hwy 187 on county road W-33,Fayette County,Iowa,Report 4011: Road crossing sighting in a farm area near Maynard; other incidents in vicinity,42.7525,-91.8043,1970-11-30,4011.0,Class A,9zwenyy5kg
2045,36,Marble beach state recreation area,Dickinson County,Iowa,Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo,43.47104,-95.12505,2013-02-04,39831.0,Class B,9zsr73sj1t
2046,37,this is a public hunting area located north of hwy 29. not well maintained. roads rutted with some steap banks. is an old abandoned limestone quarry located inside a huge indian campground aprox 2000yr-5000yr in age.,Decatur County,Iowa,Report 22147: Artifact hunter describes an unusual daylight encounter in a public hunting area near Van Wert,40.8348,-93.85965,1991-09-15,22147.0,Class A,9zm221trzw
2047,38,"USA, Iowa in northern Clayton County, approximately 2 miles north of the town of Monona on a gravel road running east.",Clayton County,Iowa,Report 1234: Creature observed by witness.,43.078,-91.3867,1970-08-15,1234.0,Class A,9zxj06n5x9
2048,39,Please don't post.,Chickasaw County,Iowa,Report 57939: Possible knocks heard in a neighborhood near Protivin,43.19481,-92.15997,2017-06-15,57939.0,Class B,9zwmwz7hj0
2049,40,Near Wipsipinicon River by Troy Mills,Buchanan County,Iowa,"Report 9089: While heading to cabin at 6:30 a.m., husband and wife have sighting near Wipsipinicon River",42.28422,-91.68192,2004-09-12,9089.0,Class A,9zwb99x72m
2050,41,"I had just picked up by daughter from Camp Sacajawea (L Ave) and had gone several miles west on E26 (aka 170th St) toward P70 (aka H Ave) both paved roads with gravel shoulders. Hilly area, there is even a sign that states ""Hill"" just west where the incident happened.",Boone County,Iowa,Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden,42.10722,-94.01338,2013-07-23,41700.0,Class B,9zmps9ms36
2051,42,Exact location withheld by request of the witness.,Boone County,Iowa,,,,,41845.0,Class B,
2052,43,,Boone County,Iowa,Report 44429: Truck driver watches a Bigfoot chase Deer across US-30 west of Boone,42.03477,-93.92304,2014-04-04,44429.0,Class A,9zmpnspq69
2053,44,"From Independence take 150 North out of town, turn left on D16/Otterville Blvd, continue through the village of Otterville, continue on Otterville blvd it will turn into gravel road, continue on gravel road until you reach the bridge that passes over the Wapsipinicon River and you have arrived at the location we were at. This a very wooded area with very few houses.",Buchanan County,Iowa,Report 57358: Possible howl heard while fishing at night near Otterville,42.51633,-91.96428,2013-08-15,57358.0,Class B,9zw9g7cesf
2054,45,,Clayton County,Iowa,Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,43.00499,-91.17154,1970-09-27,44740.0,Class B,9zxhtkffjp
2055,46,,Dallas County,Iowa,Report 1197: Several sighting reports near the Racoon River within days of each other.,41.59377,-93.974,1978-11-15,1197.0,Class A,9zmhtefjr0
2056,47,"West of Raccoon River, near heavy forested area.",Dallas County,Iowa,,,,,44111.0,Class B,
2057,48,"On one of the hair pin curves on J66, near the wooded area. A lot of farm land in this vicinity, as well as the park, Nine Eagles State Park.",Decatur County,Iowa,Report 1554: Multiple witness road-crossing sighting near Nine Eagles State Park,40.59604,-93.77783,2000-06-14,1554.0,Class A,9zjqfn3144
2058,49,THE WEST END OF DEKALB PUBLIC HUNTING AREA. AROUND THE ABANDONED QUERRY PIT.,Decatur County,Iowa,Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert,40.8348,-93.85965,2008-05-28,24056.0,Class B,9zm221trzw
2059,50,"South of the city of Dubuque in Northeast Iowa, very near the Mississippi River.",Dubuque County,Iowa,"Report 25071: Daylight sighting by a roofing contractor near the Mississippi River, south of Dubuque",42.4104,-90.66615,2007-11-07,25071.0,Class A,9zx92bdfmx
2060,51,Heading north out of Dubuque on hwy 52 north. stay on hwy going past BP gas station and is roughly 15 min beyond that point on the left.,Dubuque County,Iowa,Report 30530: Late afternoon sighting of a road crossing on Hwy 52 north of Dubuque,42.55997,-90.76557,2011-08-31,30530.0,Class A,9zx6nef9bc
2061,52,"Public access area, secluded, running water, and wooded",Dubuque County,Iowa,Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury,42.50969,-90.84215,2012-09-21,36514.0,Class B,9zx3ufdubk
2062,53,well if you can find the Fillmore golf course or the Fillmore Bar and Grill u can find Simon road,Dubuque County,Iowa,Report 51678: Multiple sightings on family property near Cascade,42.33531,-90.93558,2015-11-30,51678.0,Class A,9zx2fdytp3
2063,54,"The area lies just east of State Highway 150 and about five miles south of U.S. Highway 18. The Volga River Recreation Area is in Fayette County. Cedar Rapids is 70 miles south, Dubuque is 90 miles southeast, and Waterloo is 55 miles southwest of the area. (Iowa DNR)",Fayette County,Iowa,Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area,45.8618,-91.75641,2006-10-07,23448.0,Class B,cbnubhch2e
2064,55,"It was an open area, with woods on either side, about 100 ft. wide.  It was on top of a ravine over-looking the Boone River.",Hamilton County,Iowa,Report 1046: Sasquatch surprises hunter in prairie grass while hunting with bb gun,42.47806,-93.82007,2000-11-25,1046.0,Class A,9zt39hfk9u
